incident_id,created_date,resolved_date,priority,category,assigned_team,sla_breached,reopen_count,resolution_minutes
4369,2024-03-23 15:44:00,2024-03-23 20:13:00,Low,Database,Support_Team,0,2,269
4370,2024-04-25 07:56:00,2024-04-25 08:43:00,High,Application,DB_Team,1,0,47
4371,2024-03-05 05:25:00,2024-03-05 05:29:00,High,Security,Support_Team,0,1,4
4372,2024-03-19 13:47:00,2024-03-19 16:08:00,Medium,Application,App_Team,1,0,141
4373,2024-06-22 23:22:00,2024-06-23 02:46:00,High,Application,App_Team,1,0,204
4374,2024-02-13 23:33:00,2024-02-14 22:56:00,Low,Application,DB_Team,1,2,1403
4375,2024-04-25 06:25:00,2024-04-25 07:53:00,Medium,Access,App_Team,1,0,88
4376,2024-02-19 19:46:00,2024-02-20 00:37:00,Low,Application,App_Team,0,0,291
4377,2024-05-07 13:15:00,2024-05-08 00:27:00,Low,Application,Support_Team,1,0,672
4378,2024-04-05 00:57:00,2024-04-06 01:02:00,Low,Application,Infra_Team,1,0,1445
4379,2024-06-27 11:52:00,2024-06-28 00:15:00,Low,Application,Support_Team,1,1,743
4380,2024-02-26 23:04:00,2024-02-28 01:07:00,Low,Database,Support_Team,1,0,1563
4381,2024-04-28 16:30:00,2024-04-28 21:45:00,High,Application,Security_Team,1,0,315
4382,2024-02-06 03:43:00,2024-02-06 07:54:00,Medium,Network,Security_Team,1,0,251
4383,2024-01-14 11:13:00,2024-01-14 11:18:00,Low,Application,App_Team,0,0,5
4384,2024-02-26 08:15:00,2024-02-26 08:53:00,Medium,Database,Support_Team,0,0,38
4385,2024-01-12 05:30:00,2024-01-12 06:40:00,Medium,Application,Support_Team,1,0,70
4386,2024-01-28 02:27:00,2024-01-29 07:15:00,Low,Application,App_Team,1,0,1728
4387,2024-06-17 22:11:00,2024-06-18 06:10:00,Medium,Application,Security_Team,1,0,479
4388,2024-03-28 21:14:00,2024-03-30 02:25:00,Low,Application,DB_Team,1,1,1751
4389,2024-03-20 22:26:00,2024-03-21 05:07:00,Medium,Application,Security_Team,1,0,401
4390,2024-04-30 09:24:00,2024-05-02 11:41:00,Low,Access,Security_Team,1,2,3017
4391,2024-04-23 11:58:00,2024-04-23 17:02:00,Low,Application,DB_Team,0,1,304
4392,2024-01-27 05:39:00,2024-01-27 07:18:00,High,Application,Infra_Team,1,0,99
4393,2024-04-07 13:02:00,2024-04-08 04:20:00,Medium,Application,Support_Team,1,0,918
4394,2024-02-24 02:10:00,2024-02-24 05:13:00,Low,Database,DB_Team,0,0,183
4395,2024-06-21 00:27:00,2024-06-21 03:20:00,High,Network,App_Team,1,0,173
4396,2024-05-16 17:05:00,2024-05-16 20:15:00,Low,Network,Support_Team,0,0,190
4397,2024-03-02 22:42:00,2024-03-03 01:31:00,High,Application,App_Team,1,2,169
4398,2024-04-27 21:47:00,2024-04-28 11:49:00,Medium,Application,Infra_Team,1,0,842
4399,2024-01-07 17:35:00,2024-01-07 22:02:00,Medium,Application,Infra_Team,1,0,267
4400,2024-02-01 14:17:00,2024-02-01 21:24:00,Low,Application,Support_Team,0,1,427
4401,2024-02-06 05:15:00,2024-02-06 07:32:00,Medium,Network,DB_Team,1,0,137
4402,2024-02-29 01:18:00,2024-02-29 01:45:00,Low,Network,App_Team,0,0,27
4403,2024-04-13 14:19:00,2024-04-13 15:53:00,Medium,Application,App_Team,1,0,94
4404,2024-02-04 03:41:00,2024-02-04 05:48:00,High,Application,Security_Team,1,0,127
4405,2024-01-15 23:59:00,2024-01-16 08:21:00,Medium,Database,App_Team,1,0,502
4406,2024-06-09 07:42:00,2024-06-10 10:38:00,Low,Database,Security_Team,1,2,1616
4407,2024-06-01 18:51:00,2024-06-01 23:11:00,Low,Security,Security_Team,0,1,260
4408,2024-05-21 03:45:00,2024-05-21 05:06:00,Medium,Application,Security_Team,1,0,81
4409,2024-04-03 14:39:00,2024-04-03 15:00:00,Medium,Security,App_Team,0,1,21
4410,2024-04-05 15:23:00,2024-04-05 20:16:00,Medium,Access,App_Team,1,0,293
4411,2024-05-14 03:47:00,2024-05-14 07:54:00,Medium,Database,DB_Team,1,0,247
4412,2024-03-29 23:12:00,2024-03-30 10:34:00,Low,Application,Support_Team,1,0,682
4413,2024-05-03 18:25:00,2024-05-03 19:29:00,High,Database,Security_Team,1,1,64
4414,2024-01-10 09:06:00,2024-01-10 10:36:00,Medium,Database,DB_Team,1,0,90
4415,2024-02-18 03:28:00,2024-02-18 06:15:00,Medium,Application,Support_Team,1,1,167
4416,2024-06-19 19:50:00,2024-06-20 01:37:00,Low,Database,DB_Team,0,0,347
4417,2024-03-04 04:40:00,2024-03-04 19:58:00,Low,Security,Security_Team,1,0,918
4418,2024-03-17 17:41:00,2024-03-17 19:53:00,Low,Application,Support_Team,0,1,132
4419,2024-04-30 03:46:00,2024-05-02 03:35:00,Low,Network,DB_Team,1,0,2869
4420,2024-05-21 04:13:00,2024-05-21 11:30:00,Medium,Application,Support_Team,1,0,437
4421,2024-06-25 23:29:00,2024-06-26 01:17:00,Medium,Security,Security_Team,1,0,108
4422,2024-06-23 08:39:00,2024-06-23 13:16:00,Low,Database,App_Team,0,0,277
4423,2024-03-25 02:09:00,2024-03-25 05:48:00,Low,Network,DB_Team,0,0,219
4424,2024-01-16 03:54:00,2024-01-16 11:12:00,Medium,Application,App_Team,1,0,438
4425,2024-04-11 21:42:00,2024-04-11 22:53:00,Low,Database,Infra_Team,0,0,71
4426,2024-03-31 14:47:00,2024-03-31 14:59:00,High,Application,Infra_Team,0,0,12
4427,2024-04-23 04:17:00,2024-04-23 04:52:00,Medium,Application,App_Team,0,1,35
4428,2024-01-05 03:38:00,2024-01-05 07:04:00,Low,Access,App_Team,0,1,206
4429,2024-06-01 15:15:00,2024-06-01 15:42:00,Medium,Application,App_Team,0,1,27
4430,2024-01-06 16:59:00,2024-01-07 15:29:00,Low,Access,Support_Team,1,0,1350
4431,2024-02-13 05:20:00,2024-02-13 12:12:00,Medium,Network,Support_Team,1,1,412
4432,2024-03-01 12:47:00,2024-03-01 18:39:00,Medium,Security,DB_Team,1,0,352
4433,2024-06-06 22:34:00,2024-06-06 23:02:00,Low,Network,DB_Team,0,0,28
4434,2024-01-17 02:05:00,2024-01-17 02:50:00,Medium,Application,Infra_Team,0,0,45
4435,2024-01-11 09:48:00,2024-01-11 14:49:00,Medium,Application,Infra_Team,1,0,301
4436,2024-04-21 01:42:00,2024-04-21 01:45:00,High,Application,Infra_Team,0,0,3
4437,2024-05-07 14:39:00,2024-05-08 21:40:00,Low,Database,App_Team,1,0,1861
4438,2024-03-18 04:21:00,2024-03-18 10:14:00,Medium,Network,Infra_Team,1,1,353
4439,2024-05-28 10:52:00,2024-05-28 12:19:00,High,Application,Support_Team,1,1,87
4440,2024-01-05 23:49:00,2024-01-07 02:09:00,Low,Application,App_Team,1,0,1580
4441,2024-04-21 10:00:00,2024-04-21 10:39:00,High,Application,DB_Team,1,0,39
4442,2024-02-15 15:49:00,2024-02-16 01:20:00,Medium,Application,Security_Team,1,0,571
4443,2024-05-11 18:07:00,2024-05-11 19:40:00,Medium,Application,App_Team,1,0,93
4444,2024-04-14 22:54:00,2024-04-15 12:48:00,Medium,Access,App_Team,1,1,834
4445,2024-03-23 08:45:00,2024-03-23 20:14:00,Low,Application,DB_Team,1,0,689
4446,2024-06-22 12:19:00,2024-06-22 18:16:00,Low,Network,Infra_Team,0,1,357
4447,2024-03-05 23:54:00,2024-03-06 03:09:00,Medium,Network,App_Team,1,0,195
4448,2024-06-01 18:58:00,2024-06-01 20:20:00,High,Database,Support_Team,1,0,82
4449,2024-04-16 01:33:00,2024-04-16 10:19:00,Low,Network,Support_Team,0,0,526
4450,2024-06-25 03:02:00,2024-06-25 11:40:00,Low,Application,Infra_Team,0,0,518
4451,2024-03-28 02:26:00,2024-03-28 03:39:00,Medium,Application,Infra_Team,1,0,73
4452,2024-06-08 03:32:00,2024-06-08 12:09:00,Medium,Application,App_Team,1,0,517
4453,2024-06-28 08:58:00,2024-06-28 10:56:00,High,Application,App_Team,1,0,118
4454,2024-01-03 19:28:00,2024-01-04 09:06:00,Low,Application,Infra_Team,1,0,818
4455,2024-05-24 16:04:00,2024-05-24 21:57:00,Low,Database,DB_Team,0,0,353
4456,2024-04-10 03:52:00,2024-04-10 09:59:00,Medium,Application,Support_Team,1,0,367
4457,2024-01-03 11:30:00,2024-01-03 15:16:00,High,Security,Support_Team,1,1,226
4458,2024-02-04 16:49:00,2024-02-04 17:41:00,Medium,Application,DB_Team,0,0,52
4459,2024-05-12 23:28:00,2024-05-13 03:46:00,Low,Application,Security_Team,0,0,258
4460,2024-04-17 05:16:00,2024-04-18 07:36:00,Low,Application,Security_Team,1,0,1580
4461,2024-04-20 08:14:00,2024-04-21 16:01:00,Low,Application,Infra_Team,1,0,1907
4462,2024-01-09 16:32:00,2024-01-10 09:47:00,Low,Application,Security_Team,1,0,1035
4463,2024-04-14 10:27:00,2024-04-14 13:39:00,Low,Access,Support_Team,0,0,192
4464,2024-05-08 22:20:00,2024-05-09 00:35:00,Low,Application,Support_Team,0,0,135
4465,2024-01-26 23:41:00,2024-01-27 04:20:00,Low,Security,App_Team,0,0,279
4466,2024-02-20 02:05:00,2024-02-20 04:50:00,Low,Application,DB_Team,0,1,165
4467,2024-06-27 00:24:00,2024-06-27 00:34:00,Medium,Application,App_Team,0,0,10
4468,2024-04-19 11:17:00,2024-04-21 08:01:00,Low,Network,App_Team,1,0,2684
4469,2024-04-05 08:48:00,2024-04-05 09:33:00,Medium,Access,DB_Team,0,0,45
4470,2024-03-15 10:43:00,2024-03-16 15:08:00,Low,Application,Security_Team,1,1,1705
4471,2024-05-01 07:31:00,2024-05-01 09:47:00,Medium,Access,Support_Team,1,0,136
4472,2024-06-10 23:46:00,2024-06-11 00:54:00,Low,Application,DB_Team,0,0,68
4473,2024-02-24 00:14:00,2024-02-24 07:58:00,Medium,Database,Security_Team,1,1,464
4474,2024-02-16 21:57:00,2024-02-16 22:10:00,Low,Application,DB_Team,0,0,13
4475,2024-04-21 23:32:00,2024-04-22 06:53:00,Medium,Database,DB_Team,1,1,441
4476,2024-02-20 12:10:00,2024-02-20 15:48:00,Low,Access,App_Team,0,0,218
4477,2024-03-04 15:15:00,2024-03-04 20:03:00,Low,Application,Infra_Team,0,1,288
4478,2024-02-18 10:05:00,2024-02-18 19:43:00,Medium,Network,Support_Team,1,0,578
4479,2024-04-13 08:36:00,2024-04-14 02:23:00,Low,Network,Support_Team,1,0,1067
4480,2024-01-12 13:49:00,2024-01-13 11:10:00,Low,Security,Security_Team,1,0,1281
4481,2024-06-12 00:21:00,2024-06-12 01:55:00,High,Database,App_Team,1,0,94
4482,2024-06-10 17:03:00,2024-06-10 20:55:00,Medium,Database,Support_Team,1,0,232
4483,2024-04-14 02:19:00,2024-04-14 06:02:00,Low,Database,App_Team,0,1,223
4484,2024-06-06 10:57:00,2024-06-07 05:31:00,Low,Application,Infra_Team,1,1,1114
4485,2024-06-27 19:56:00,2024-06-27 22:20:00,High,Application,DB_Team,1,0,144
4486,2024-03-15 07:46:00,2024-03-15 08:00:00,Medium,Database,Infra_Team,0,0,14
4487,2024-03-30 16:44:00,2024-04-01 01:34:00,Low,Network,Security_Team,1,0,1970
4488,2024-05-14 20:49:00,2024-05-15 07:27:00,Low,Application,Security_Team,1,0,638
4489,2024-03-11 23:35:00,2024-03-12 11:58:00,Medium,Application,DB_Team,1,0,743
4490,2024-04-10 11:18:00,2024-04-10 18:09:00,Medium,Security,Security_Team,1,0,411
4491,2024-02-27 05:08:00,2024-02-27 07:20:00,High,Application,Security_Team,1,2,132
4492,2024-06-18 21:45:00,2024-06-18 23:01:00,High,Application,DB_Team,1,0,76
4493,2024-06-10 22:45:00,2024-06-11 00:58:00,Medium,Application,Security_Team,1,0,133
4494,2024-05-09 13:42:00,2024-05-09 19:31:00,Low,Security,Support_Team,0,0,349
4495,2024-03-31 14:36:00,2024-04-02 13:06:00,Low,Access,Infra_Team,1,0,2790
4496,2024-01-09 01:31:00,2024-01-09 06:37:00,High,Network,Infra_Team,1,0,306
4497,2024-02-18 05:27:00,2024-02-18 11:18:00,Medium,Network,App_Team,1,1,351
4498,2024-06-03 05:01:00,2024-06-03 11:46:00,Low,Application,App_Team,0,0,405
4499,2024-06-05 06:20:00,2024-06-05 09:09:00,Medium,Application,Security_Team,1,2,169
4500,2024-02-07 05:50:00,2024-02-07 06:31:00,Medium,Network,Support_Team,0,0,41
4501,2024-03-12 06:37:00,2024-03-12 07:14:00,Medium,Security,DB_Team,0,0,37
4502,2024-06-19 16:47:00,2024-06-19 18:38:00,Low,Database,App_Team,0,0,111
4503,2024-01-31 12:57:00,2024-01-31 13:02:00,Low,Application,Infra_Team,0,0,5
4504,2024-02-13 13:51:00,2024-02-14 03:25:00,Low,Network,Infra_Team,1,0,814
4505,2024-03-03 07:23:00,2024-03-04 06:21:00,Medium,Access,Support_Team,1,1,1378
4506,2024-05-02 17:52:00,2024-05-02 18:25:00,Low,Network,App_Team,0,2,33
4507,2024-02-17 08:05:00,2024-02-17 09:43:00,Low,Database,Infra_Team,0,1,98
4508,2024-04-17 00:33:00,2024-04-17 16:00:00,Low,Access,Support_Team,1,1,927
4509,2024-06-27 15:21:00,2024-06-28 20:00:00,Low,Security,DB_Team,1,0,1719
4510,2024-03-18 19:53:00,2024-03-19 18:21:00,Medium,Database,Infra_Team,1,0,1348
4511,2024-01-28 04:16:00,2024-01-29 17:04:00,Low,Security,App_Team,1,0,2208
4512,2024-03-21 11:18:00,2024-03-22 02:07:00,Low,Security,Infra_Team,1,0,889
4513,2024-01-16 13:08:00,2024-01-16 17:01:00,Medium,Network,Security_Team,1,0,233
4514,2024-03-03 21:19:00,2024-03-04 04:39:00,Medium,Database,Infra_Team,1,0,440
4515,2024-01-02 02:40:00,2024-01-02 07:29:00,Medium,Application,App_Team,1,0,289
4516,2024-01-22 17:01:00,2024-01-22 23:14:00,High,Database,App_Team,1,0,373
4517,2024-06-11 10:20:00,2024-06-11 13:00:00,Low,Application,App_Team,0,0,160
4518,2024-03-23 05:58:00,2024-03-23 07:02:00,High,Application,Infra_Team,1,0,64
4519,2024-05-16 06:59:00,2024-05-16 08:20:00,High,Application,Security_Team,1,1,81
4520,2024-01-22 16:18:00,2024-01-23 02:42:00,Low,Security,DB_Team,1,0,624
4521,2024-06-11 23:14:00,2024-06-12 06:20:00,Medium,Application,Infra_Team,1,0,426
4522,2024-06-18 19:29:00,2024-06-19 14:00:00,Low,Network,Security_Team,1,0,1111
4523,2024-03-10 13:54:00,2024-03-10 20:22:00,Low,Database,Infra_Team,0,0,388
4524,2024-04-28 08:24:00,2024-04-29 07:53:00,Low,Application,Support_Team,1,0,1409
4525,2024-03-07 04:08:00,2024-03-07 14:08:00,Low,Application,Infra_Team,1,0,600
4526,2024-06-06 17:21:00,2024-06-07 00:40:00,Medium,Database,DB_Team,1,1,439
4527,2024-02-11 21:27:00,2024-02-12 05:29:00,Low,Application,App_Team,0,1,482
4528,2024-01-11 07:20:00,2024-01-11 11:20:00,Medium,Application,App_Team,1,0,240
4529,2024-04-07 08:01:00,2024-04-07 22:02:00,Low,Application,App_Team,1,0,841
4530,2024-06-04 04:43:00,2024-06-04 15:02:00,Medium,Access,App_Team,1,0,619
4531,2024-03-21 03:02:00,2024-03-21 03:56:00,Low,Application,DB_Team,0,1,54
4532,2024-03-04 05:01:00,2024-03-04 06:17:00,Low,Security,Infra_Team,0,0,76
4533,2024-03-08 13:41:00,2024-03-09 02:24:00,Medium,Database,App_Team,1,2,763
4534,2024-03-15 03:52:00,2024-03-15 03:52:00,Medium,Application,App_Team,0,0,0
4535,2024-06-08 22:24:00,2024-06-09 08:38:00,Medium,Application,DB_Team,1,0,614
4536,2024-05-13 04:51:00,2024-05-13 15:53:00,Low,Access,Infra_Team,1,0,662
4537,2024-02-20 14:23:00,2024-02-20 19:50:00,Low,Application,Security_Team,0,1,327
4538,2024-06-04 05:53:00,2024-06-04 13:23:00,Low,Database,Support_Team,0,1,450
4539,2024-03-12 04:22:00,2024-03-12 05:32:00,Medium,Security,DB_Team,1,0,70
4540,2024-01-02 04:49:00,2024-01-02 14:54:00,Medium,Application,DB_Team,1,1,605
4541,2024-03-05 17:47:00,2024-03-05 20:14:00,High,Database,App_Team,1,0,147
4542,2024-03-09 21:37:00,2024-03-10 01:34:00,High,Access,DB_Team,1,1,237
4543,2024-06-12 16:17:00,2024-06-12 16:33:00,High,Application,Security_Team,1,3,16
4544,2024-02-17 16:02:00,2024-02-18 01:23:00,Low,Security,Support_Team,0,0,561
4545,2024-03-07 13:31:00,2024-03-07 18:14:00,Medium,Access,Security_Team,1,0,283
4546,2024-04-10 17:01:00,2024-04-11 09:26:00,Low,Application,Security_Team,1,0,985
4547,2024-02-28 07:27:00,2024-02-28 13:42:00,Medium,Database,Security_Team,1,0,375
4548,2024-03-10 07:09:00,2024-03-10 11:12:00,Medium,Database,Support_Team,1,0,243
4549,2024-04-04 08:40:00,2024-04-04 12:35:00,Low,Application,Infra_Team,0,0,235
4550,2024-02-02 09:54:00,2024-02-02 11:12:00,Medium,Application,DB_Team,1,1,78
4551,2024-05-26 00:29:00,2024-05-26 04:14:00,Low,Application,DB_Team,0,0,225
4552,2024-05-03 01:43:00,2024-05-03 13:01:00,Low,Database,Support_Team,1,0,678
4553,2024-02-13 20:54:00,2024-02-14 06:22:00,Medium,Database,App_Team,1,1,568
4554,2024-04-11 08:54:00,2024-04-11 10:56:00,Medium,Database,Security_Team,1,2,122
4555,2024-02-05 04:03:00,2024-02-05 04:33:00,Medium,Application,App_Team,0,0,30
4556,2024-02-08 00:06:00,2024-02-08 01:44:00,High,Database,Infra_Team,1,0,98
4557,2024-01-12 20:03:00,2024-01-13 03:11:00,Low,Application,Security_Team,0,0,428
4558,2024-05-21 15:08:00,2024-05-21 15:55:00,High,Application,Infra_Team,1,1,47
4559,2024-03-12 16:00:00,2024-03-12 20:41:00,Low,Application,Security_Team,0,1,281
4560,2024-03-26 09:45:00,2024-03-27 07:34:00,Low,Application,App_Team,1,0,1309
4561,2024-05-25 02:11:00,2024-05-25 02:42:00,Medium,Database,App_Team,0,0,31
4562,2024-04-06 07:55:00,2024-04-06 15:34:00,Low,Network,App_Team,0,1,459
4563,2024-01-22 01:21:00,2024-01-22 05:24:00,Low,Application,Support_Team,0,0,243
4564,2024-05-07 11:07:00,2024-05-07 18:25:00,Low,Application,DB_Team,0,0,438
4565,2024-05-23 18:53:00,2024-05-24 01:58:00,Medium,Application,DB_Team,1,1,425
4566,2024-05-30 04:55:00,2024-06-01 00:11:00,Low,Application,DB_Team,1,0,2596
4567,2024-04-27 10:03:00,2024-04-28 01:09:00,Low,Security,Support_Team,1,0,906
4568,2024-04-01 23:36:00,2024-04-02 13:09:00,Low,Security,Infra_Team,1,0,813
4569,2024-03-19 21:54:00,2024-03-20 08:03:00,High,Application,App_Team,1,0,609
4570,2024-06-25 21:27:00,2024-06-26 15:43:00,Medium,Application,Infra_Team,1,2,1096
4571,2024-03-21 10:17:00,2024-03-21 17:39:00,Low,Application,App_Team,0,0,442
4572,2024-03-01 00:43:00,2024-03-01 06:16:00,Low,Database,Support_Team,0,0,333
4573,2024-02-02 11:20:00,2024-02-02 20:14:00,Low,Network,Security_Team,0,0,534
4574,2024-01-06 23:50:00,2024-01-07 08:46:00,Low,Access,Infra_Team,0,2,536
4575,2024-02-01 03:00:00,2024-02-01 05:45:00,Medium,Application,Infra_Team,1,0,165
4576,2024-01-02 00:43:00,2024-01-02 03:23:00,Medium,Network,Security_Team,1,1,160
4577,2024-06-27 02:57:00,2024-06-27 13:08:00,Low,Network,App_Team,1,1,611
4578,2024-05-22 00:08:00,2024-05-22 00:25:00,High,Access,Support_Team,1,0,17
4579,2024-02-10 15:53:00,2024-02-10 22:44:00,Low,Database,App_Team,0,0,411
4580,2024-04-30 12:15:00,2024-04-30 12:33:00,Medium,Application,Infra_Team,0,0,18
4581,2024-06-12 00:45:00,2024-06-12 03:23:00,Medium,Application,DB_Team,1,0,158
4582,2024-03-01 10:50:00,2024-03-01 17:57:00,Medium,Application,Security_Team,1,1,427
4583,2024-03-18 19:05:00,2024-03-18 19:41:00,Low,Security,Infra_Team,0,1,36
4584,2024-05-13 06:09:00,2024-05-13 22:44:00,Medium,Access,App_Team,1,0,995
4585,2024-02-03 11:30:00,2024-02-03 16:09:00,Low,Access,App_Team,0,0,279
4586,2024-01-26 08:09:00,2024-01-26 08:12:00,Medium,Application,App_Team,0,0,3
4587,2024-01-05 18:45:00,2024-01-05 19:38:00,Medium,Application,Infra_Team,0,0,53
4588,2024-05-08 17:38:00,2024-05-08 19:49:00,Low,Security,Security_Team,0,0,131
4589,2024-04-09 10:01:00,2024-04-09 15:22:00,Medium,Database,DB_Team,1,0,321
4590,2024-03-06 08:19:00,2024-03-06 08:44:00,Low,Application,Infra_Team,0,0,25
4591,2024-06-16 04:00:00,2024-06-16 04:19:00,Low,Application,DB_Team,0,0,19
4592,2024-05-24 04:26:00,2024-05-24 09:01:00,Low,Application,Security_Team,0,1,275
4593,2024-03-31 05:45:00,2024-03-31 09:22:00,Medium,Network,Infra_Team,1,0,217
4594,2024-02-02 23:10:00,2024-02-03 14:08:00,Low,Application,Support_Team,1,0,898
4595,2024-02-05 04:18:00,2024-02-05 05:04:00,Medium,Database,Infra_Team,0,0,46
4596,2024-06-07 10:20:00,2024-06-07 12:42:00,Medium,Application,Infra_Team,1,0,142
4597,2024-04-03 06:21:00,2024-04-03 18:50:00,Low,Database,Support_Team,1,0,749
4598,2024-01-26 03:43:00,2024-01-26 15:20:00,Low,Application,Support_Team,1,0,697
4599,2024-05-02 15:41:00,2024-05-02 23:45:00,Medium,Network,Support_Team,1,0,484
4600,2024-06-09 02:19:00,2024-06-09 11:29:00,Low,Application,Support_Team,0,0,550
4601,2024-04-18 05:34:00,2024-04-18 09:42:00,High,Security,DB_Team,1,0,248
4602,2024-01-31 09:51:00,2024-01-31 10:54:00,High,Access,Security_Team,1,1,63
4603,2024-06-19 08:48:00,2024-06-19 09:14:00,Medium,Application,DB_Team,0,1,26
4604,2024-05-21 05:48:00,2024-05-21 14:04:00,Medium,Database,Support_Team,1,1,496
4605,2024-02-13 12:31:00,2024-02-13 13:11:00,Low,Application,App_Team,0,0,40
4606,2024-04-13 15:13:00,2024-04-13 21:55:00,Low,Network,Security_Team,0,0,402
4607,2024-03-21 17:56:00,2024-03-21 19:04:00,Low,Network,Security_Team,0,0,68
4608,2024-04-06 03:36:00,2024-04-06 11:25:00,Low,Application,App_Team,0,0,469
4609,2024-05-03 23:58:00,2024-05-04 11:20:00,Low,Network,App_Team,1,0,682
4610,2024-02-14 07:42:00,2024-02-15 01:11:00,Low,Application,Support_Team,1,1,1049
4611,2024-03-18 00:20:00,2024-03-19 13:02:00,Low,Application,Infra_Team,1,1,2202
4612,2024-02-07 15:52:00,2024-02-07 17:56:00,Low,Access,Security_Team,0,0,124
4613,2024-03-25 07:38:00,2024-03-25 13:48:00,Low,Application,Support_Team,0,0,370
4614,2024-06-15 07:40:00,2024-06-15 18:10:00,Low,Application,Infra_Team,1,1,630
4615,2024-04-11 18:15:00,2024-04-11 19:34:00,Low,Application,Support_Team,0,1,79
4616,2024-04-29 08:36:00,2024-04-30 05:54:00,Medium,Security,Security_Team,1,0,1278
4617,2024-04-19 19:28:00,2024-04-21 09:34:00,Low,Network,DB_Team,1,0,2286
4618,2024-02-16 13:32:00,2024-02-16 15:06:00,Medium,Security,Security_Team,1,0,94
4619,2024-01-28 12:46:00,2024-01-28 15:12:00,High,Application,App_Team,1,1,146
4620,2024-06-11 02:20:00,2024-06-11 07:36:00,High,Application,Infra_Team,1,0,316
4621,2024-01-31 02:57:00,2024-01-31 14:52:00,Low,Security,DB_Team,1,1,715
4622,2024-02-25 21:16:00,2024-02-25 23:53:00,Medium,Application,App_Team,1,3,157
4623,2024-01-13 02:49:00,2024-01-13 04:27:00,Low,Database,App_Team,0,1,98
4624,2024-06-10 07:15:00,2024-06-11 11:22:00,Medium,Network,Support_Team,1,0,1687
4625,2024-03-16 16:17:00,2024-03-16 21:07:00,Medium,Application,Support_Team,1,0,290
4626,2024-02-21 23:01:00,2024-02-22 03:40:00,Low,Application,Support_Team,0,0,279
4627,2024-05-14 07:57:00,2024-05-15 11:04:00,Low,Application,Support_Team,1,1,1627
4628,2024-03-15 07:12:00,2024-03-16 01:11:00,Low,Network,App_Team,1,0,1079
4629,2024-03-04 23:17:00,2024-03-05 00:20:00,High,Access,Support_Team,1,0,63
4630,2024-02-08 10:33:00,2024-02-08 22:20:00,Medium,Database,DB_Team,1,0,707
4631,2024-03-24 14:07:00,2024-03-24 23:38:00,Low,Network,Infra_Team,0,0,571
4632,2024-01-10 02:29:00,2024-01-10 03:37:00,Low,Security,App_Team,0,0,68
4633,2024-04-13 05:17:00,2024-04-13 07:52:00,Low,Application,DB_Team,0,0,155
4634,2024-01-15 02:19:00,2024-01-15 08:48:00,Medium,Database,Infra_Team,1,1,389
4635,2024-01-12 03:12:00,2024-01-12 05:59:00,Low,Database,Support_Team,0,0,167
4636,2024-05-04 01:17:00,2024-05-04 13:34:00,Medium,Access,App_Team,1,1,737
4637,2024-01-07 08:27:00,2024-01-07 17:40:00,Low,Application,Security_Team,0,1,553
4638,2024-01-21 05:58:00,2024-01-21 11:06:00,Low,Application,Infra_Team,0,0,308
4639,2024-06-06 03:22:00,2024-06-06 11:57:00,Low,Network,Support_Team,0,2,515
4640,2024-02-20 03:08:00,2024-02-20 05:24:00,Low,Security,Infra_Team,0,0,136
4641,2024-01-06 21:11:00,2024-01-06 23:14:00,Medium,Database,DB_Team,1,0,123
4642,2024-04-30 20:24:00,2024-05-02 00:22:00,Low,Application,Infra_Team,1,1,1678
4643,2024-02-08 06:23:00,2024-02-08 17:18:00,Medium,Application,Infra_Team,1,0,655
4644,2024-02-07 04:37:00,2024-02-07 07:25:00,Low,Application,Support_Team,0,0,168
4645,2024-01-14 20:02:00,2024-01-15 05:45:00,Low,Network,DB_Team,0,1,583
4646,2024-05-04 16:27:00,2024-05-04 17:22:00,High,Security,Security_Team,1,0,55
4647,2024-02-18 20:43:00,2024-02-19 15:56:00,Medium,Access,Support_Team,1,0,1153
4648,2024-06-22 08:54:00,2024-06-22 17:20:00,Medium,Access,DB_Team,1,1,506
4649,2024-03-24 15:50:00,2024-03-24 20:55:00,Medium,Network,App_Team,1,1,305
4650,2024-02-13 18:34:00,2024-02-14 11:58:00,Medium,Database,Support_Team,1,0,1044
4651,2024-05-08 21:58:00,2024-05-08 22:53:00,Low,Application,Support_Team,0,3,55
4652,2024-01-17 17:59:00,2024-01-19 03:05:00,Low,Network,DB_Team,1,1,1986
4653,2024-04-01 17:53:00,2024-04-02 03:59:00,Low,Access,Infra_Team,1,0,606
4654,2024-02-03 22:15:00,2024-02-05 06:58:00,Low,Database,App_Team,1,0,1963
4655,2024-01-02 13:14:00,2024-01-02 22:31:00,Low,Application,DB_Team,0,0,557
4656,2024-04-22 23:54:00,2024-04-23 09:53:00,Low,Application,Support_Team,0,0,599
4657,2024-06-27 15:35:00,2024-06-27 15:52:00,Medium,Network,Infra_Team,0,1,17
4658,2024-04-14 17:03:00,2024-04-15 03:43:00,Low,Application,Security_Team,1,0,640
4659,2024-06-15 12:59:00,2024-06-15 13:01:00,Low,Application,DB_Team,0,0,2
4660,2024-03-21 06:09:00,2024-03-21 13:27:00,Medium,Network,DB_Team,1,0,438
4661,2024-06-12 13:46:00,2024-06-13 18:30:00,Low,Database,Security_Team,1,0,1724
4662,2024-01-10 01:30:00,2024-01-10 01:57:00,High,Access,Support_Team,1,0,27
